,Year,Average_Temp,State,percipitation,Abbreviation,RPS,Enacted,CoalPrice,SolarPrice,PetroleumPrice,GasPrice
546,2009,43.8,Michigan,33.87,MI,True,2008,182.40833333333333,2.386939983,56.35,5.14
547,2010,47.1,Michigan,31.22,MI,True,2008,189.55,2.04475,74.71,5.524166666666667
548,2011,45.6,Michigan,36.82,MI,True,2008,207.04166666666663,1.67725,95.73,5.066666666666666
549,2012,48.4,Michigan,31.0,MI,True,2008,211.29166666666663,0.876416667,94.52,3.45
550,2013,44.1,Michigan,38.23,MI,True,2008,208.11666666666667,0.696333333,95.99,4.566666666666666
551,2014,41.9,Michigan,36.66,MI,True,2008,199.93333333333337,0.6415,87.39,5.113333333333333
552,2015,45.1,Michigan,31.74,MI,True,2008,194.0,0.5965,44.39,3.0700000000000003
553,2016,47.4,Michigan,35.86,MI,True,2008,189.58333333333331,0.5505,38.29,3.0966666666666662
554,2017,46.3,Michigan,39.27,MI,True,2008,195.8166666666667,0.462166667,48.05,3.4933333333333336
555,2018,45.1,Michigan,36.17,MI,True,2008,199.59166666666667,0.4115,61.4,3.523333333333333
556,2019,43.9,Michigan,41.83,MI,True,2008,199.825,0.37725,55.59,2.803333333333333
557,2020,46.5,Michigan,35.31,MI,True,2008,188.9416666666667,,36.86,2.2416666666666667
558,1990,42.5,Minnesota,26.36,MN,True,1994,,8.805156382,20.03,
559,1991,41.7,Minnesota,32.2,MN,True,1994,,7.95646661,16.54,
560,1992,40.9,Minnesota,25.47,MN,True,1994,,7.21386306,15.99,
561,1993,38.9,Minnesota,31.44,MN,True,1994,,7.107776839,14.25,
562,1994,40.9,Minnesota,28.23,MN,True,1994,,6.365173288,13.19,
563,1995,40.3,Minnesota,29.51,MN,True,1994,,5.834742181,14.62,
564,1996,37.6,Minnesota,27.77,MN,True,1994,,6.046914624,18.46,
565,1997,40.6,Minnesota,25.2,MN,True,1994,,6.365173288,17.23,4.315
566,1998,44.9,Minnesota,28.83,MN,True,1994,,5.728655959,10.87,3.5683333333333334
567,1999,43.7,Minnesota,29.67,MN,True,1994,,5.092138631,15.56,3.876666666666667
568,2000,41.8,Minnesota,27.98,MN,True,1994,,4.879966188,26.72,7.526666666666666
569,2001,43.0,Minnesota,29.28,MN,True,1994,,4.773879966,21.84,5.665
570,2002,42.0,Minnesota,28.59,MN,True,1994,99.76666666666668,4.031276416,22.51,5.429166666666667
571,2003,41.5,Minnesota,22.2,MN,True,1994,99.93333333333334,3.978233305,27.56,8.579166666666667
572,2004,41.3,Minnesota,29.87,MN,True,1994,108.91666666666669,4.137362637,36.77,8.965833333333334
573,2005,43.1,Minnesota,31.6,MN,True,1994,116.51666666666668,4.243448859,50.28,13.141666666666666
574,2006,44.4,Minnesota,22.78,MN,True,1994,126.3,4.455621302,59.69,9.25
575,2007,42.4,Minnesota,29.21,MN,True,1994,130.525,4.137362637,66.52,9.614166666666668
576,2008,39.4,Minnesota,27.34,MN,True,1994,161.525,3.447802198,94.04,11.5625
577,2009,40.1,Minnesota,26.39,MN,True,1994,182.40833333333333,2.386939983,56.35,5.14
578,2010,42.8,Minnesota,33.44,MN,True,1994,189.55,2.04475,74.71,5.524166666666667
579,2011,42.0,Minnesota,24.35,MN,True,1994,207.04166666666663,1.67725,95.73,5.066666666666666
580,2012,45.2,Minnesota,26.17,MN,True,1994,211.29166666666663,0.876416667,94.52,3.45
581,2013,39.3,Minnesota,29.01,MN,True,1994,208.11666666666667,0.696333333,95.99,4.566666666666666
582,2014,38.6,Minnesota,29.12,MN,True,1994,199.93333333333337,0.6415,87.39,5.113333333333333
583,2015,43.5,Minnesota,29.46,MN,True,1994,194.0,0.5965,44.39,3.0700000000000003
584,2016,44.6,Minnesota,33.54,MN,True,1994,189.58333333333331,0.5505,38.29,3.0966666666666662
585,2017,42.6,Minnesota,28.3,MN,True,1994,195.8166666666667,0.462166667,48.05,3.4933333333333336
586,2018,40.6,Minnesota,30.08,MN,True,1994,199.59166666666667,0.4115,61.4,3.523333333333333
587,2019,39.3,Minnesota,35.66,MN,True,1994,199.825,0.37725,55.59,2.803333333333333
588,2020,42.4,Minnesota,24.4,MN,True,1994,188.9416666666667,,36.86,2.2416666666666667
589,1990,65.1,Mississippi,60.97,MS,False,None,,8.805156382,20.03,
590,1991,64.3,Mississippi,73.9,MS,False,None,,7.95646661,16.54,
591,1992,62.8,Mississippi,56.01,MS,False,None,,7.21386306,15.99,
592,1993,62.7,Mississippi,55.08,MS,False,None,,7.107776839,14.25,
593,1994,63.5,Mississippi,60.49,MS,False,None,,6.365173288,13.19,
594,1995,63.6,Mississippi,57.45,MS,False,None,,5.834742181,14.62,
595,1996,63.0,Mississippi,54.12,MS,False,None,,6.046914624,18.46,
596,1997,62.9,Mississippi,64.85,MS,False,None,,6.365173288,17.23,4.315
597,1998,65.8,Mississippi,57.05,MS,False,None,,5.728655959,10.87,3.5683333333333334
598,1999,65.0,Mississippi,47.9,MS,False,None,,5.092138631,15.56,3.876666666666667
599,2000,64.2,Mississippi,44.64,MS,False,None,,4.879966188,26.72,7.526666666666666
600,2001,63.7,Mississippi,66.28,MS,False,None,,4.773879966,21.84,5.665
601,2002,64.0,Mississippi,66.08,MS,False,None,99.76666666666668,4.031276416,22.51,5.429166666666667
602,2003,63.3,Mississippi,58.98,MS,False,None,99.93333333333334,3.978233305,27.56,8.579166666666667
603,2004,64.0,Mississippi,65.81,MS,False,None,108.91666666666669,4.137362637,36.77,8.965833333333334
604,2005,64.3,Mississippi,50.64,MS,False,None,116.51666666666668,4.243448859,50.28,13.141666666666666
605,2006,64.8,Mississippi,52.47,MS,False,None,126.3,4.455621302,59.69,9.25
606,2007,65.0,Mississippi,41.78,MS,False,None,130.525,4.137362637,66.52,9.614166666666668
607,2008,63.3,Mississippi,59.44,MS,False,None,161.525,3.447802198,94.04,11.5625
608,2009,63.6,Mississippi,68.42,MS,False,None,182.40833333333333,2.386939983,56.35,5.14
609,2010,63.5,Mississippi,43.91,MS,False,None,189.55,2.04475,74.71,5.524166666666667
610,2011,64.4,Mississippi,52.84,MS,False,None,207.04166666666663,1.67725,95.73,5.066666666666666
611,2012,65.7,Mississippi,59.17,MS,False,None,211.29166666666663,0.876416667,94.52,3.45
612,2013,63.1,Mississippi,62.93,MS,False,None,208.11666666666667,0.696333333,95.99,4.566666666666666
613,2014,62.3,Mississippi,58.22,MS,False,None,199.93333333333337,0.6415,87.39,5.113333333333333
614,2015,65.3,Mississippi,60.57,MS,False,None,194.0,0.5965,44.39,3.0700000000000003
615,2016,65.9,Mississippi,53.13,MS,False,None,189.58333333333331,0.5505,38.29,3.0966666666666662
616,2017,65.8,Mississippi,58.93,MS,False,None,195.8166666666667,0.462166667,48.05,3.4933333333333336
617,2018,64.8,Mississippi,66.81,MS,False,None,199.59166666666667,0.4115,61.4,3.523333333333333
618,2019,65.2,Mississippi,68.06,MS,False,None,199.825,0.37725,55.59,2.803333333333333
619,2020,65.5,Mississippi,68.84,MS,False,None,188.9416666666667,,36.86,2.2416666666666667
620,1990,56.2,Missouri,50.45,MO,True,2008,,8.805156382,20.03,
621,1991,56.1,Missouri,39.12,MO,True,2008,,7.95646661,16.54,
622,1992,54.5,Missouri,41.75,MO,True,2008,,7.21386306,15.99,
623,1993,53.0,Missouri,56.61,MO,True,2008,,7.107776839,14.25,
624,1994,54.7,Missouri,42.08,MO,True,2008,,6.365173288,13.19,
625,1995,54.2,Missouri,42.05,MO,True,2008,,5.834742181,14.62,
626,1996,52.9,Missouri,43.68,MO,True,2008,,6.046914624,18.46,
627,1997,53.7,Missouri,39.81,MO,True,2008,,6.365173288,17.23,4.315
628,1998,57.2,Missouri,49.87,MO,True,2008,,5.728655959,10.87,3.5683333333333334
629,1999,56.4,Missouri,36.85,MO,True,2008,,5.092138631,15.56,3.876666666666667
630,2000,55.1,Missouri,35.7,MO,True,2008,,4.879966188,26.72,7.526666666666666
631,2001,55.8,Missouri,43.61,MO,True,2008,,4.773879966,21.84,5.665
632,2002,55.3,Missouri,40.21,MO,True,2008,99.76666666666668,4.031276416,22.51,5.429166666666667
633,2003,54.5,Missouri,40.03,MO,True,2008,99.93333333333334,3.978233305,27.56,8.579166666666667
634,2004,55.0,Missouri,44.53,MO,True,2008,108.91666666666669,4.137362637,36.77,8.965833333333334
635,2005,56.2,Missouri,36.41,MO,True,2008,116.51666666666668,4.243448859,50.28,13.141666666666666
636,2006,56.8,Missouri,38.01,MO,True,2008,126.3,4.455621302,59.69,9.25
637,2007,56.2,Missouri,39.58,MO,True,2008,130.525,4.137362637,66.52,9.614166666666668
638,2008,53.4,Missouri,56.1,MO,True,2008,161.525,3.447802198,94.04,11.5625
639,2009,54.0,Missouri,51.71,MO,True,2008,182.40833333333333,2.386939983,56.35,5.14
640,2010,55.2,Missouri,44.57,MO,True,2008,189.55,2.04475,74.71,5.524166666666667
641,2011,55.6,Missouri,45.7,MO,True,2008,207.04166666666663,1.67725,95.73,5.066666666666666
642,2012,58.5,Missouri,31.03,MO,True,2008,211.29166666666663,0.876416667,94.52,3.45
643,2013,53.6,Missouri,45.71,MO,True,2008,208.11666666666667,0.696333333,95.99,4.566666666666666
644,2014,52.9,Missouri,39.32,MO,True,2008,199.93333333333337,0.6415,87.39,5.113333333333333
645,2015,55.8,Missouri,55.52,MO,True,2008,194.0,0.5965,44.39,3.0700000000000003
646,2016,57.4,Missouri,39.44,MO,True,2008,189.58333333333331,0.5505,38.29,3.0966666666666662
647,2017,57.1,Missouri,41.45,MO,True,2008,195.8166666666667,0.462166667,48.05,3.4933333333333336
648,2018,55.2,Missouri,43.0,MO,True,2008,199.59166666666667,0.4115,61.4,3.523333333333333
649,2019,55.0,Missouri,53.82,MO,True,2008,199.825,0.37725,55.59,2.803333333333333
650,2020,55.8,Missouri,46.34,MO,True,2008,188.9416666666667,,36.86,2.2416666666666667
651,1990,50.0,Nebraska,21.5,NE,False,None,,8.805156382,20.03,
652,1991,50.1,Nebraska,22.03,NE,False,None,,7.95646661,16.54,
653,1992,48.9,Nebraska,25.59,NE,False,None,,7.21386306,15.99,
654,1993,46.0,Nebraska,31.87,NE,False,None,,7.107776839,14.25,
655,1994,49.2,Nebraska,21.91,NE,False,None,,6.365173288,13.19,
656,1995,48.6,Nebraska,25.19,NE,False,None,,5.834742181,14.62,
657,1996,46.6,Nebraska,25.49,NE,False,None,,6.046914624,18.46,
658,1997,48.6,Nebraska,22.14,NE,False,None,,6.365173288,17.23,4.315
659,1998,50.6,Nebraska,25.93,NE,False,None,,5.728655959,10.87,3.5683333333333334
660,1999,51.0,Nebraska,22.84,NE,False,None,,5.092138631,15.56,3.876666666666667
661,2000,49.9,Nebraska,20.36,NE,False,None,,4.879966188,26.72,7.526666666666666
662,2001,50.3,Nebraska,24.48,NE,False,None,,4.773879966,21.84,5.665
663,2002,50.0,Nebraska,15.65,NE,False,None,99.76666666666668,4.031276416,22.51,5.429166666666667
664,2003,49.8,Nebraska,19.98,NE,False,None,99.93333333333334,3.978233305,27.56,8.579166666666667
665,2004,49.8,Nebraska,22.93,NE,False,None,108.91666666666669,4.137362637,36.77,8.965833333333334
666,2005,50.7,Nebraska,23.57,NE,False,None,116.51666666666668,4.243448859,50.28,13.141666666666666
667,2006,51.1,Nebraska,21.56,NE,False,None,126.3,4.455621302,59.69,9.25
668,2007,50.0,Nebraska,28.64,NE,False,None,130.525,4.137362637,66.52,9.614166666666668
669,2008,47.7,Nebraska,28.1,NE,False,None,161.525,3.447802198,94.04,11.5625
670,2009,47.6,Nebraska,25.7,NE,False,None,182.40833333333333,2.386939983,56.35,5.14
671,2010,49.3,Nebraska,27.07,NE,False,None,189.55,2.04475,74.71,5.524166666666667
672,2011,48.8,Nebraska,25.81,NE,False,None,207.04166666666663,1.67725,95.73,5.066666666666666
673,2012,52.7,Nebraska,13.36,NE,False,None,211.29166666666663,0.876416667,94.52,3.45
674,2013,48.5,Nebraska,23.44,NE,False,None,208.11666666666667,0.696333333,95.99,4.566666666666666
675,2014,48.0,Nebraska,24.98,NE,False,None,199.93333333333337,0.6415,87.39,5.113333333333333
676,2015,50.8,Nebraska,28.07,NE,False,None,194.0,0.5965,44.39,3.0700000000000003
677,2016,51.6,Nebraska,25.31,NE,False,None,189.58333333333331,0.5505,38.29,3.0966666666666662
678,2017,50.7,Nebraska,25.34,NE,False,None,195.8166666666667,0.462166667,48.05,3.4933333333333336
679,2018,48.3,Nebraska,29.22,NE,False,None,199.59166666666667,0.4115,61.4,3.523333333333333
680,2019,47.5,Nebraska,31.38,NE,False,None,199.825,0.37725,55.59,2.803333333333333
681,2020,50.6,Nebraska,18.24,NE,False,None,188.9416666666667,,36.86,2.2416666666666667
682,1990,50.0,Nevada,9.16,NV,True,1997,,8.805156382,20.03,
683,1991,49.9,Nevada,10.07,NV,True,1997,,7.95646661,16.54,
684,1992,51.4,Nevada,9.72,NV,True,1997,,7.21386306,15.99,
685,1993,48.6,Nevada,10.79,NV,True,1997,,7.107776839,14.25,
686,1994,50.8,Nevada,9.53,NV,True,1997,,6.365173288,13.19,
687,1995,50.9,Nevada,13.75,NV,True,1997,,5.834742181,14.62,
688,1996,51.5,Nevada,12.19,NV,True,1997,,6.046914624,18.46,
689,1997,50.6,Nevada,10.01,NV,True,1997,,6.365173288,17.23,4.315
690,1998,49.2,Nevada,16.91,NV,True,1997,,5.728655959,10.87,3.5683333333333334
691,1999,50.6,Nevada,7.74,NV,True,1997,,5.092138631,15.56,3.876666666666667
692,2000,51.5,Nevada,10.48,NV,True,1997,,4.879966188,26.72,7.526666666666666
693,2001,51.6,Nevada,8.93,NV,True,1997,,4.773879966,21.84,5.665
694,2002,50.8,Nevada,6.24,NV,True,1997,99.76666666666668,4.031276416,22.51,5.429166666666667
695,2003,52.2,Nevada,9.82,NV,True,1997,99.93333333333334,3.978233305,27.56,8.579166666666667
696,2004,50.8,Nevada,11.35,NV,True,1997,108.91666666666669,4.137362637,36.77,8.965833333333334
697,2005,50.7,Nevada,13.55,NV,True,1997,116.51666666666668,4.243448859,50.28,13.141666666666666
698,2006,50.8,Nevada,9.67,NV,True,1997,126.3,4.455621302,59.69,9.25
699,2007,51.5,Nevada,7.59,NV,True,1997,130.525,4.137362637,66.52,9.614166666666668
700,2008,50.4,Nevada,7.69,NV,True,1997,161.525,3.447802198,94.04,11.5625
701,2009,50.4,Nevada,9.22,NV,True,1997,182.40833333333333,2.386939983,56.35,5.14
702,2010,50.0,Nevada,13.06,NV,True,1997,189.55,2.04475,74.71,5.524166666666667
703,2011,49.6,Nevada,8.62,NV,True,1997,207.04166666666663,1.67725,95.73,5.066666666666666
704,2012,52.4,Nevada,8.89,NV,True,1997,211.29166666666663,0.876416667,94.52,3.45
705,2013,50.5,Nevada,7.46,NV,True,1997,208.11666666666667,0.696333333,95.99,4.566666666666666
706,2014,53.0,Nevada,9.92,NV,True,1997,199.93333333333337,0.6415,87.39,5.113333333333333
707,2015,52.9,Nevada,11.34,NV,True,1997,194.0,0.5965,44.39,3.0700000000000003
708,2016,51.9,Nevada,11.15,NV,True,1997,189.58333333333331,0.5505,38.29,3.0966666666666662
709,2017,52.2,Nevada,11.17,NV,True,1997,195.8166666666667,0.462166667,48.05,3.4933333333333336
710,2018,52.0,Nevada,9.27,NV,True,1997,199.59166666666667,0.4115,61.4,3.523333333333333
711,2019,49.9,Nevada,13.81,NV,True,1997,199.825,0.37725,55.59,2.803333333333333
712,2020,52.4,Nevada,5.86,NV,True,1997,188.9416666666667,,36.86,2.2416666666666667
713,1990,45.0,New Hampshire,53.75,NH,True,2007,,8.805156382,20.03,
714,1991,44.5,New Hampshire,46.41,NH,True,2007,,7.95646661,16.54,
715,1992,41.8,New Hampshire,38.99,NH,True,2007,,7.21386306,15.99,
716,1993,42.5,New Hampshire,42.13,NH,True,2007,,7.107776839,14.25,
717,1994,42.7,New Hampshire,43.76,NH,True,2007,,6.365173288,13.19,
718,1995,43.3,New Hampshire,43.66,NH,True,2007,,5.834742181,14.62,
719,1996,43.0,New Hampshire,57.33,NH,True,2007,,6.046914624,18.46,
720,1997,42.3,New Hampshire,43.12,NH,True,2007,,6.365173288,17.23,4.315
721,1998,46.0,New Hampshire,47.57,NH,True,2007,,5.728655959,10.87,3.5683333333333334
722,1999,45.4,New Hampshire,46.18,NH,True,2007,,5.092138631,15.56,3.876666666666667
723,2000,43.0,New Hampshire,48.77,NH,True,2007,,4.879966188,26.72,7.526666666666666
724,2001,44.6,New Hampshire,34.87,NH,True,2007,,4.773879966,21.84,5.665
725,2002,44.5,New Hampshire,44.89,NH,True,2007,99.76666666666668,4.031276416,22.51,5.429166666666667
726,2003,42.5,New Hampshire,50.38,NH,True,2007,99.93333333333334,3.978233305,27.56,8.579166666666667
727,2004,43.0,New Hampshire,43.24,NH,True,2007,108.91666666666669,4.137362637,36.77,8.965833333333334
728,2005,44.0,New Hampshire,61.09,NH,True,2007,116.51666666666668,4.243448859,50.28,13.141666666666666
729,2006,45.8,New Hampshire,58.25,NH,True,2007,126.3,4.455621302,59.69,9.25
730,2007,43.1,New Hampshire,48.33,NH,True,2007,130.525,4.137362637,66.52,9.614166666666668
731,2008,43.8,New Hampshire,60.78,NH,True,2007,161.525,3.447802198,94.04,11.5625
732,2009,43.0,New Hampshire,51.67,NH,True,2007,182.40833333333333,2.386939983,56.35,5.14
733,2010,46.0,New Hampshire,50.0,NH,True,2007,189.55,2.04475,74.71,5.524166666666667
734,2011,44.9,New Hampshire,57.49,NH,True,2007,207.04166666666663,1.67725,95.73,5.066666666666666
735,2012,46.6,New Hampshire,45.18,NH,True,2007,211.29166666666663,0.876416667,94.52,3.45
736,2013,44.2,New Hampshire,45.76,NH,True,2007,208.11666666666667,0.696333333,95.99,4.566666666666666
737,2014,43.0,New Hampshire,49.64,NH,True,2007,199.93333333333337,0.6415,87.39,5.113333333333333
738,2015,43.6,New Hampshire,44.01,NH,True,2007,194.0,0.5965,44.39,3.0700000000000003
739,2016,45.7,New Hampshire,39.57,NH,True,2007,189.58333333333331,0.5505,38.29,3.0966666666666662
740,2017,44.9,New Hampshire,49.17,NH,True,2007,195.8166666666667,0.462166667,48.05,3.4933333333333336
741,2018,44.4,New Hampshire,51.8,NH,True,2007,199.59166666666667,0.4115,61.4,3.523333333333333
742,2019,43.2,New Hampshire,50.25,NH,True,2007,199.825,0.37725,55.59,2.803333333333333
743,2020,45.8,New Hampshire,41.8,NH,True,2007,188.9416666666667,,36.86,2.2416666666666667
744,1990,54.4,New Jersey,48.96,NJ,True,1999,,8.805156382,20.03,
745,1991,54.4,New Jersey,42.41,NJ,True,1999,,7.95646661,16.54,
746,1992,51.2,New Jersey,41.7,NJ,True,1999,,7.21386306,15.99,
747,1993,52.2,New Jersey,44.71,NJ,True,1999,,7.107776839,14.25,
748,1994,52.2,New Jersey,47.31,NJ,True,1999,,6.365173288,13.19,
749,1995,52.5,New Jersey,39.7,NJ,True,1999,,5.834742181,14.62,
750,1996,51.5,New Jersey,59.18,NJ,True,1999,,6.046914624,18.46,
751,1997,52.0,New Jersey,42.87,NJ,True,1999,,6.365173288,17.23,4.315
752,1998,55.2,New Jersey,41.75,NJ,True,1999,,5.728655959,10.87,3.5683333333333334
753,1999,54.1,New Jersey,47.26,NJ,True,1999,,5.092138631,15.56,3.876666666666667
754,2000,52.2,New Jersey,45.25,NJ,True,1999,,4.879966188,26.72,7.526666666666666
755,2001,53.6,New Jersey,35.55,NJ,True,1999,,4.773879966,21.84,5.665
756,2002,54.3,New Jersey,45.91,NJ,True,1999,99.76666666666668,4.031276416,22.51,5.429166666666667
757,2003,51.8,New Jersey,56.48,NJ,True,1999,99.93333333333334,3.978233305,27.56,8.579166666666667
758,2004,53.0,New Jersey,48.7,NJ,True,1999,108.91666666666669,4.137362637,36.77,8.965833333333334
759,2005,53.4,New Jersey,48.81,NJ,True,1999,116.51666666666668,4.243448859,50.28,13.141666666666666
760,2006,55.0,New Jersey,51.41,NJ,True,1999,126.3,4.455621302,59.69,9.25
761,2007,53.6,New Jersey,46.93,NJ,True,1999,130.525,4.137362637,66.52,9.614166666666668
762,2008,53.6,New Jersey,47.22,NJ,True,1999,161.525,3.447802198,94.04,11.5625
763,2009,52.7,New Jersey,53.17,NJ,True,1999,182.40833333333333,2.386939983,56.35,5.14
764,2010,54.7,New Jersey,44.6,NJ,True,1999,189.55,2.04475,74.71,5.524166666666667
765,2011,54.9,New Jersey,63.95,NJ,True,1999,207.04166666666663,1.67725,95.73,5.066666666666666
766,2012,55.9,New Jersey,41.99,NJ,True,1999,211.29166666666663,0.876416667,94.52,3.45
767,2013,53.2,New Jersey,46.38,NJ,True,1999,208.11666666666667,0.696333333,95.99,4.566666666666666
768,2014,51.9,New Jersey,48.95,NJ,True,1999,199.93333333333337,0.6415,87.39,5.113333333333333
769,2015,53.9,New Jersey,43.86,NJ,True,1999,194.0,0.5965,44.39,3.0700000000000003
770,2016,54.9,New Jersey,39.59,NJ,True,1999,189.58333333333331,0.5505,38.29,3.0966666666666662
771,2017,54.6,New Jersey,44.92,NJ,True,1999,195.8166666666667,0.462166667,48.05,3.4933333333333336
772,2018,54.2,New Jersey,64.76,NJ,True,1999,199.59166666666667,0.4115,61.4,3.523333333333333
773,2019,54.3,New Jersey,51.55,NJ,True,1999,199.825,0.37725,55.59,2.803333333333333
774,2020,55.5,New Jersey,49.85,NJ,True,1999,188.9416666666667,,36.86,2.2416666666666667
775,1990,53.3,New Mexico,15.96,NM,True,2000,,8.805156382,20.03,
776,1991,52.5,New Mexico,19.02,NM,True,2000,,7.95646661,16.54,
777,1992,52.6,New Mexico,15.53,NM,True,2000,,7.21386306,15.99,
778,1993,53.1,New Mexico,14.1,NM,True,2000,,7.107776839,14.25,
779,1994,54.4,New Mexico,14.43,NM,True,2000,,6.365173288,13.19,
780,1995,54.3,New Mexico,11.74,NM,True,2000,,5.834742181,14.62,
781,1996,54.7,New Mexico,14.13,NM,True,2000,,6.046914624,18.46,
782,1997,52.9,New Mexico,18.64,NM,True,2000,,6.365173288,17.23,4.315
783,1998,54.2,New Mexico,14.1,NM,True,2000,,5.728655959,10.87,3.5683333333333334
784,1999,54.3,New Mexico,14.95,NM,True,2000,,5.092138631,15.56,3.876666666666667
785,2000,55.2,New Mexico,13.36,NM,True,2000,,4.879966188,26.72,7.526666666666666
786,2001,54.6,New Mexico,11.82,NM,True,2000,,4.773879966,21.84,5.665
787,2002,54.4,New Mexico,12.29,NM,True,2000,99.76666666666668,4.031276416,22.51,5.429166666666667
788,2003,55.5,New Mexico,9.07,NM,True,2000,99.93333333333334,3.978233305,27.56,8.579166666666667
789,2004,53.5,New Mexico,17.25,NM,True,2000,108.91666666666669,4.137362637,36.77,8.965833333333334
790,2005,54.7,New Mexico,14.34,NM,True,2000,116.51666666666668,4.243448859,50.28,13.141666666666666
791,2006,54.7,New Mexico,15.97,NM,True,2000,126.3,4.455621302,59.69,9.25
792,2007,54.2,New Mexico,14.75,NM,True,2000,130.525,4.137362637,66.52,9.614166666666668
793,2008,53.6,New Mexico,13.74,NM,True,2000,161.525,3.447802198,94.04,11.5625
794,2009,54.3,New Mexico,11.94,NM,True,2000,182.40833333333333,2.386939983,56.35,5.14
795,2010,54.2,New Mexico,14.82,NM,True,2000,189.55,2.04475,74.71,5.524166666666667
796,2011,54.6,New Mexico,9.8,NM,True,2000,207.04166666666663,1.67725,95.73,5.066666666666666
797,2012,56.0,New Mexico,8.41,NM,True,2000,211.29166666666663,0.876416667,94.52,3.45
798,2013,53.7,New Mexico,13.67,NM,True,2000,208.11666666666667,0.696333333,95.99,4.566666666666666
799,2014,54.8,New Mexico,13.2,NM,True,2000,199.93333333333337,0.6415,87.39,5.113333333333333
800,2015,54.9,New Mexico,19.33,NM,True,2000,194.0,0.5965,44.39,3.0700000000000003
801,2016,55.5,New Mexico,12.94,NM,True,2000,189.58333333333331,0.5505,38.29,3.0966666666666662
802,2017,56.4,New Mexico,14.8,NM,True,2000,195.8166666666667,0.462166667,48.05,3.4933333333333336
803,2018,55.5,New Mexico,12.72,NM,True,2000,199.59166666666667,0.4115,61.4,3.523333333333333
804,2019,54.4,New Mexico,13.38,NM,True,2000,199.825,0.37725,55.59,2.803333333333333
805,2020,56.0,New Mexico,8.35,NM,True,2000,188.9416666666667,,36.86,2.2416666666666667
806,1990,47.3,New York,50.02,NY,True,2004,,8.805156382,20.03,
807,1991,47.1,New York,37.07,NY,True,2004,,7.95646661,16.54,
808,1992,43.8,New York,42.69,NY,True,2004,,7.21386306,15.99,
809,1993,44.2,New York,41.37,NY,True,2004,,7.107776839,14.25,
810,1994,44.3,New York,42.11,NY,True,2004,,6.365173288,13.19,
811,1995,45.2,New York,37.1,NY,True,2004,,5.834742181,14.62,
812,1996,44.5,New York,50.83,NY,True,2004,,6.046914624,18.46,
813,1997,44.3,New York,39.01,NY,True,2004,,6.365173288,17.23,4.315
814,1998,48.3,New York,41.4,NY,True,2004,,5.728655959,10.87,3.5683333333333334
815,1999,46.9,New York,38.77,NY,True,2004,,5.092138631,15.56,3.876666666666667
816,2000,44.9,New York,46.24,NY,True,2004,,4.879966188,26.72,7.526666666666666
817,2001,46.9,New York,34.14,NY,True,2004,,4.773879966,21.84,5.665
818,2002,46.8,New York,43.56,NY,True,2004,99.76666666666668,4.031276416,22.51,5.429166666666667
819,2003,44.5,New York,48.02,NY,True,2004,99.93333333333334,3.978233305,27.56,8.579166666666667
820,2004,45.2,New York,45.17,NY,True,2004,108.91666666666669,4.137362637,36.77,8.965833333333334
821,2005,46.2,New York,46.85,NY,True,2004,116.51666666666668,4.243448859,50.28,13.141666666666666
822,2006,47.6,New York,48.89,NY,True,2004,126.3,4.455621302,59.69,9.25
823,2007,45.7,New York,44.47,NY,True,2004,130.525,4.137362637,66.52,9.614166666666668
824,2008,45.8,New York,47.73,NY,True,2004,161.525,3.447802198,94.04,11.5625
825,2009,45.0,New York,42.37,NY,True,2004,182.40833333333333,2.386939983,56.35,5.14
826,2010,47.2,New York,43.92,NY,True,2004,189.55,2.04475,74.71,5.524166666666667
827,2011,47.1,New York,55.71,NY,True,2004,207.04166666666663,1.67725,95.73,5.066666666666666
828,2012,48.8,New York,39.56,NY,True,2004,211.29166666666663,0.876416667,94.52,3.45
829,2013,45.7,New York,43.99,NY,True,2004,208.11666666666667,0.696333333,95.99,4.566666666666666
830,2014,44.5,New York,43.22,NY,True,2004,199.93333333333337,0.6415,87.39,5.113333333333333
831,2015,45.7,New York,40.64,NY,True,2004,194.0,0.5965,44.39,3.0700000000000003
832,2016,47.6,New York,38.17,NY,True,2004,189.58333333333331,0.5505,38.29,3.0966666666666662
833,2017,46.9,New York,47.38,NY,True,2004,195.8166666666667,0.462166667,48.05,3.4933333333333336
834,2018,46.2,New York,48.58,NY,True,2004,199.59166666666667,0.4115,61.4,3.523333333333333
835,2019,45.2,New York,48.22,NY,True,2004,199.825,0.37725,55.59,2.803333333333333
836,2020,47.8,New York,39.28,NY,True,2004,188.9416666666667,,36.86,2.2416666666666667
837,1990,61.1,North Carolina,48.6,NC,True,2007,,8.805156382,20.03,
838,1991,60.2,North Carolina,47.87,NC,True,2007,,7.95646661,16.54,
839,1992,58.2,North Carolina,52.61,NC,True,2007,,7.21386306,15.99,
840,1993,58.7,North Carolina,46.14,NC,True,2007,,7.107776839,14.25,
841,1994,59.0,North Carolina,50.11,NC,True,2007,,6.365173288,13.19,
842,1995,58.4,North Carolina,54.35,NC,True,2007,,5.834742181,14.62,
843,1996,57.8,North Carolina,56.79,NC,True,2007,,6.046914624,18.46,
844,1997,58.1,North Carolina,46.09,NC,True,2007,,6.365173288,17.23,4.315
845,1998,60.8,North Carolina,53.83,NC,True,2007,,5.728655959,10.87,3.5683333333333334
